,Age_at_Booking,Booking_to_flight,Booking Year,Booking Month,Booking Dayofweek,Booking Is_month_end,Booking Is_month_start,Flight Month,Flight Dayofweek,Flight Is_month_end,Flight Is_month_start,distance,Class_0,Class_1,From_1,From_2,From_3,From_4,From_5,From_6,From_7,To_1,To_2,To_3,To_4,To_5,To_6,To_7,Time Label_0,Time Label_1,Time Label_2,Time Label_3,Time Label_4
1384,13,3,2016,2,0,True,False,3,3,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1385,72,26,2016,8,1,False,False,8,6,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1386,37,35,2016,5,3,False,False,6,3,True,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1387,50,26,2016,1,3,False,False,2,1,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1388,45,56,2016,7,3,False,False,9,3,False,False,2191.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1389,44,33,2016,11,1,False,True,12,6,False,False,2054.77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1390,16,28,2016,2,4,False,False,3,4,False,False,536.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1391,35,54,2015,12,3,True,False,2,1,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1392,70,36,2015,11,4,False,False,1,5,False,False,1419.33,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1393,15,42,2016,5,6,False,True,6,6,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1394,37,28,2016,12,3,False,True,12,3,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1395,12,30,2016,8,6,False,False,9,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1396,70,37,2016,10,4,False,False,11,6,False,False,1334.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1397,51,23,2016,12,2,False,False,12,4,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1398,37,0,2016,7,3,False,False,7,3,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1399,26,42,2015,12,1,False,False,1,1,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1400,65,20,2016,5,4,False,False,5,3,False,False,1507.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1401,57,19,2016,1,0,False,False,2,5,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1402,69,53,2016,5,1,True,False,7,5,False,False,580.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1403,70,33,2016,9,3,False,False,10,1,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1404,21,5,2015,12,3,True,False,1,1,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1405,32,34,2016,1,2,False,False,2,1,False,False,1472.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1406,11,4,2016,7,4,False,True,7,1,False,False,2057.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1407,68,1,2016,3,3,False,False,3,4,False,False,710.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1408,63,27,2016,11,6,False,False,12,5,False,False,2191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1409,40,32,2016,11,2,False,False,12,6,False,False,536.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1410,49,6,2016,1,5,False,False,1,4,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1411,58,33,2016,10,1,False,False,11,6,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1412,74,44,2016,8,4,False,False,9,6,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1413,19,37,2016,3,0,False,False,4,2,False,False,1446.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1414,63,7,2016,5,5,False,False,5,5,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1415,67,10,2016,5,6,False,False,5,2,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1416,34,23,2016,3,1,False,False,3,3,True,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1417,18,13,2016,4,6,False,False,5,5,False,False,1671.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1418,61,11,2016,8,6,False,False,8,3,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1419,47,0,2016,2,5,False,False,2,5,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1420,19,21,2016,2,0,False,False,3,0,False,False,710.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1421,31,3,2016,2,2,False,False,2,5,False,False,1073.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1422,66,16,2016,7,3,False,False,7,5,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1423,35,26,2016,9,4,False,False,10,2,False,False,1434.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1424,41,13,2016,9,5,False,False,9,4,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1425,32,4,2016,10,0,False,False,10,4,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1426,71,13,2016,4,1,False,False,4,0,False,False,1446.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1427,34,9,2016,7,1,False,False,7,3,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1428,18,6,2016,4,2,False,False,5,1,False,False,580.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1429,35,35,2016,5,6,False,True,6,6,False,False,1671.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1430,55,33,2016,1,0,False,False,2,5,False,False,1491.67,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1431,26,16,2016,4,4,False,False,4,6,False,False,1472.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1432,44,14,2016,7,5,False,False,8,5,False,False,2042.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1433,61,14,2016,1,5,False,False,2,5,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1434,20,23,2016,5,1,False,False,6,3,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1435,59,23,2016,9,4,False,False,9,6,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1436,15,24,2015,12,3,False,False,1,6,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1437,28,12,2016,10,5,False,True,10,3,False,False,1744.17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1438,61,49,2016,1,1,False,False,3,1,False,True,1434.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1439,18,16,2016,10,2,False,False,11,4,False,False,2042.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1440,42,19,2016,5,1,True,False,6,6,False,False,1507.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1441,73,20,2016,11,2,False,False,12,1,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1442,17,12,2016,11,3,False,False,12,1,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1443,35,6,2016,6,0,False,False,6,6,False,False,536.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1444,33,16,2016,5,1,False,False,5,3,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1445,48,14,2016,2,3,False,False,2,3,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1446,46,8,2016,10,0,False,False,10,1,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1447,56,8,2016,10,2,False,False,10,3,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1448,45,39,2016,3,6,False,False,5,3,False,False,1491.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1449,71,28,2016,7,2,False,False,8,2,False,False,2191.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1450,33,0,2016,9,2,False,False,9,2,False,False,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1451,59,67,2016,3,5,False,False,6,2,False,True,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1452,26,24,2016,3,1,False,False,4,4,False,False,1434.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1453,78,0,2016,7,1,False,False,7,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1454,34,18,2016,2,6,False,False,3,3,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1455,56,9,2016,9,4,False,False,9,6,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1456,62,31,2016,8,2,False,False,9,5,False,False,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1457,75,3,2016,8,3,False,False,8,6,False,False,1334.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1458,56,22,2016,3,1,False,False,3,2,False,False,627.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1459,58,34,2015,12,2,False,False,2,1,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1460,56,33,2016,8,4,False,False,9,2,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1461,58,2,2016,10,6,False,False,10,1,False,False,1472.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1462,33,4,2016,4,3,False,False,4,0,False,False,1472.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1463,14,39,2015,12,6,False,False,1,3,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1464,69,31,2016,2,1,False,False,3,4,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1465,36,16,2016,7,6,True,False,8,1,False,False,2057.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1466,36,26,2016,11,4,False,False,11,2,True,False,1568.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1467,68,17,2016,2,4,False,False,3,0,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1468,42,30,2016,9,6,False,False,10,1,False,False,1434.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1469,56,12,2016,11,6,False,False,11,4,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1470,38,52,2016,8,1,False,False,10,4,False,False,1507.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1471,76,7,2016,9,5,False,False,9,5,False,False,627.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1472,37,24,2016,2,4,False,False,2,0,True,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1473,55,22,2016,9,3,False,False,10,4,False,False,1507.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1474,70,8,2016,5,0,False,False,5,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1475,44,3,2016,5,4,False,False,5,0,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1476,43,22,2016,3,2,False,False,3,3,False,False,1073.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1477,34,23,2016,5,4,False,False,6,6,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1478,44,36,2016,11,0,False,False,12,1,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1479,56,28,2016,7,0,False,False,8,0,False,True,2054.77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1480,21,34,2016,3,4,False,False,4,3,False,False,580.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1481,58,23,2016,10,0,False,False,10,2,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1482,64,59,2016,1,6,False,False,3,2,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1483,47,16,2016,9,2,False,False,9,4,True,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1484,57,22,2016,4,4,False,False,5,5,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1485,44,32,2016,6,6,False,False,7,3,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1486,25,45,2016,3,5,False,False,5,1,False,False,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1487,52,31,2016,6,6,False,False,7,2,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1488,39,52,2016,10,2,False,False,12,5,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1489,21,0,2016,2,5,False,False,2,5,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1490,34,40,2016,9,4,True,False,11,2,False,False,1671.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1491,53,22,2016,12,3,False,False,12,4,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1492,42,36,2016,7,4,False,False,8,5,False,False,1491.67,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1493,21,0,2016,4,5,False,False,4,5,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1494,54,18,2016,7,2,False,False,7,6,False,False,2191.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1495,61,21,2016,1,1,False,False,2,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1496,18,27,2016,1,1,False,False,2,0,False,True,627.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1497,49,39,2016,10,4,False,False,11,1,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1498,30,26,2016,2,0,False,False,3,5,False,False,1491.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1499,46,41,2016,8,0,False,False,9,6,False,False,1671.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1500,60,0,2016,2,1,False,False,2,1,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1501,39,44,2016,2,6,False,False,4,1,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1502,18,16,2016,8,6,False,False,9,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1503,21,23,2016,11,3,False,False,11,5,False,False,627.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1504,56,7,2016,8,4,False,False,8,4,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1505,21,27,2016,1,4,False,False,2,3,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1506,11,40,2016,8,6,False,False,10,4,False,False,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1507,47,24,2016,6,4,False,False,7,0,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1508,45,17,2016,7,6,False,False,7,2,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1509,59,19,2016,4,1,False,False,5,6,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1510,77,22,2016,4,3,False,False,4,4,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1511,71,16,2016,6,3,True,False,7,5,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1512,43,33,2016,1,2,False,False,2,0,False,False,991.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1513,58,0,2016,10,0,False,False,10,0,False,False,2057.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1514,64,26,2016,3,0,False,False,4,5,False,False,1507.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1515,29,51,2015,12,5,False,False,2,0,False,True,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1516,70,10,2016,9,4,False,False,9,0,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1517,23,17,2016,11,1,False,False,12,4,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1518,17,42,2015,11,4,False,False,1,4,False,True,627.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1519,57,36,2015,12,2,False,False,1,3,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1520,31,9,2016,1,2,False,False,1,4,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1521,33,45,2016,10,0,False,False,12,3,False,True,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1522,31,7,2016,11,2,False,False,11,2,False,False,1472.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1523,72,32,2015,12,5,False,False,1,2,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1524,31,28,2016,9,2,False,False,10,2,False,False,1507.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1525,57,2,2016,1,4,False,False,1,6,True,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1526,59,4,2016,11,6,False,False,11,3,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1527,54,26,2016,10,6,False,False,11,4,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1528,26,37,2016,3,1,False,False,5,3,False,False,580.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1529,76,38,2016,9,6,False,False,10,2,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1530,16,27,2016,5,5,False,False,6,4,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1531,57,32,2016,9,0,False,False,10,4,False,False,627.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1532,33,25,2016,8,2,False,False,8,6,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1533,54,40,2015,12,4,False,False,1,2,False,False,1744.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1534,28,6,2016,5,3,False,False,5,2,False,False,627.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1535,66,22,2015,12,6,False,False,1,0,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1536,76,47,2016,10,4,False,False,12,2,False,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1537,68,39,2016,9,4,True,False,11,1,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1538,35,6,2016,11,4,False,False,12,3,False,True,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1539,23,17,2016,8,0,False,False,8,3,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1540,24,27,2016,5,4,False,False,6,3,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1541,45,13,2016,8,1,False,False,8,0,False,False,991.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1542,58,39,2016,8,1,False,False,10,5,False,False,2191.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1543,55,34,2015,12,5,False,False,1,4,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1544,72,18,2016,3,3,False,False,4,0,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1545,36,15,2016,7,4,False,False,8,5,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1546,18,27,2016,8,2,False,False,8,1,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547,61,12,2016,11,6,False,False,12,4,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1548,28,31,2016,11,4,False,False,12,0,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1549,44,28,2016,9,3,False,False,10,3,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1550,80,37,2016,11,3,False,False,12,5,False,False,2042.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1551,33,10,2016,12,3,False,True,12,6,False,False,1568.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1552,24,71,2016,9,4,False,False,11,5,False,False,1671.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1553,51,47,2016,7,1,False,False,9,6,False,False,1472.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1554,42,15,2016,8,4,False,False,8,5,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1555,39,32,2016,5,1,False,False,6,5,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1556,16,4,2016,9,0,False,False,9,4,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1557,15,10,2016,5,1,True,False,6,4,False,False,1744.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1558,13,6,2016,3,6,False,False,3,5,False,False,1491.67,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1559,20,29,2016,11,5,False,False,12,6,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1560,58,21,2016,10,3,False,False,10,3,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1561,34,42,2016,6,6,False,False,7,6,False,False,627.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1562,77,37,2015,11,0,True,False,1,2,False,False,1491.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1563,39,27,2016,8,1,False,False,9,0,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1564,45,12,2016,8,2,True,False,9,0,False,False,1334.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1565,43,23,2016,1,1,False,False,1,3,False,False,1491.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1566,56,20,2016,3,3,True,False,4,2,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1567,33,31,2016,10,1,False,False,11,4,False,False,1073.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1568,29,41,2015,11,6,False,False,1,5,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1569,47,0,2016,2,4,False,False,2,4,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1570,37,3,2016,7,3,False,False,7,6,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1571,24,20,2016,7,5,False,False,8,4,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1572,44,33,2015,12,0,False,False,1,5,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
