,Flight Date,DJFUELUSGULF
1141,2016-09-05,0
1142,2016-12-15,1.478
1143,2016-09-02,1.278
1144,2016-03-20,
1145,2016-10-19,1.473
1146,2016-09-18,
1147,2016-04-26,1.207
1148,2016-06-28,1.358
1149,2016-02-21,
1150,2016-04-09,
1151,2016-11-14,1.272
1152,2016-12-19,1.5
1153,2016-03-29,1.012
1154,2016-12-12,1.482
1155,2016-02-27,
1156,2016-10-18,1.462
1157,2016-07-14,1.288
1158,2016-05-20,1.378
1159,2016-04-12,1.18
1160,2016-03-27,
1161,2016-06-03,1.362
1162,2016-09-13,1.319
1163,2016-12-12,1.482
1164,2016-02-20,
1165,2016-08-06,
1166,2016-06-02,1.378
1167,2016-04-03,
1168,2016-03-13,
1169,2016-09-23,1.299
1170,2016-11-19,
1171,2016-07-06,1.364
1172,2016-02-19,0.957
1173,2016-08-01,1.133
1174,2016-11-03,1.346
1175,2016-04-17,
1176,2016-08-02,1.131
1177,2016-11-15,1.33
1178,2016-07-17,
1179,2016-06-12,
1180,2016-04-17,
1181,2016-07-18,1.242
1182,2016-09-25,
1183,2016-06-02,1.378
1184,2016-12-02,1.497
1185,2016-02-15,0
1186,2016-05-02,1.213
1187,2016-04-12,1.18
1188,2016-08-27,
1189,2016-06-13,1.381
1190,2016-04-27,1.251
1191,2016-01-17,
1192,2016-11-24,0
1193,2016-12-09,1.451
1194,2016-04-11,1.12
1195,2016-10-18,1.462
1196,2016-05-30,0
1197,2016-05-17,1.357
1198,2016-03-23,1.095
1199,2016-07-02,
1200,2016-12-23,1.519
1201,2016-06-28,1.358
1202,2016-05-01,
1203,2016-03-23,1.095
1204,2016-02-08,1.018
1205,2016-02-11,0.945
1206,2016-04-22,1.177
1207,2016-03-17,1.126
1208,2016-11-15,1.33
1209,2016-12-15,1.478
1210,2016-02-20,
1211,2016-11-04,1.324
1212,2016-12-24,
1213,2016-10-04,1.445
1214,2016-07-13,1.279
1215,2016-03-28,1.061
1216,2016-03-29,1.012
1217,2016-05-13,1.29
1218,2016-12-25,
1219,2016-01-02,
1220,2016-07-15,1.251
1221,2016-11-21,1.413
1222,2016-05-13,1.29
1223,2016-12-03,
1224,2016-01-17,
1225,2016-08-15,1.321
1226,2016-09-21,1.32
1227,2016-08-28,
1228,2016-04-08,1.098
1229,2016-11-23,1.4
1230,2016-05-31,1.36
1231,2016-07-18,1.242
1232,2016-09-17,
1233,2016-07-22,1.231
1234,2016-07-21,1.239
1235,2016-08-07,
1236,2016-01-02,
1237,2016-04-08,1.098
1238,2016-07-25,1.192
1239,2016-03-25,0
1240,2016-08-24,1.403
1241,2016-08-25,1.424
1242,2016-12-21,1.468
1243,2016-07-25,1.192
1244,2016-08-31,1.327
1245,2016-01-09,
1246,2016-04-07,1.036
1247,2016-07-02,
1248,2016-06-01,1.373
1249,2016-11-01,1.412
1250,2016-05-30,0
1251,2016-01-03,
1252,2016-12-11,
1253,2016-06-02,1.378
1254,2016-12-17,
1255,2016-08-26,1.412
1256,2016-04-23,
1257,2016-12-03,
1258,2016-03-04,1.048
1259,2016-10-25,1.45
1260,2016-03-26,
1261,2016-11-16,1.313
1262,2016-10-20,1.451
1263,2016-04-07,1.036
1264,2016-08-25,1.424
1265,2016-07-08,1.302
1266,2016-04-27,1.251
1267,2016-01-06,0.994
1268,2016-10-13,1.468
1269,2016-03-12,
1270,2016-09-28,1.369
1271,2016-07-20,1.277
1272,2016-07-31,
1273,2016-04-27,1.251
1274,2016-08-05,1.193
1275,2016-11-07,1.335
1276,2016-11-05,
1277,2016-03-25,0
1278,2016-07-08,1.302
1279,2016-04-22,1.177
1280,2016-08-16,1.333
1281,2016-04-28,1.397
1282,2016-12-20,1.508
1283,2016-03-17,1.126
1284,2016-08-18,1.396
1285,2016-03-03,1.002
1286,2016-08-12,1.283
1287,2016-05-16,1.329
1288,2016-11-19,
1289,2016-10-15,
1290,2016-08-27,
1291,2016-09-17,
1292,2016-11-03,1.346
1293,2016-03-04,1.048
1294,2016-04-16,
1295,2016-11-01,1.412
1296,2016-03-05,
1297,2016-08-30,1.384
1298,2016-04-11,1.12
1299,2016-09-05,0
1300,2016-10-14,1.46
1301,2016-09-28,1.369
1302,2016-05-26,1.367
1303,2016-07-09,
1304,2016-10-10,1.465
1305,2016-03-14,1.068
1306,2016-02-20,
1307,2016-05-17,1.357
1308,2016-06-13,1.381
1309,2016-08-04,1.18
1310,2016-09-21,1.32
1311,2016-07-24,
1312,2016-03-09,1.109
1313,2016-02-18,1.001
1314,2016-06-17,1.366
1315,2016-12-23,1.519
1316,2016-03-26,
1317,2016-04-16,
1318,2016-07-29,1.144
1319,2016-09-02,1.278
1320,2016-12-11,
1321,2016-12-24,
1322,2016-08-27,
1323,2016-08-02,1.131
1324,2016-09-21,1.32
1325,2016-09-01,1.274
1326,2016-01-22,0.912
1327,2016-02-06,
1328,2016-02-08,1.018
1329,2016-09-04,
1330,2016-11-14,1.272
1331,2016-05-18,1.362
1332,2016-05-01,
1333,2016-09-30,1.418
1334,2016-09-30,1.418
1335,2016-04-17,
1336,2016-02-19,0.957
1337,2016-08-03,1.156
1338,2016-06-27,1.326
1339,2016-04-29,1.377
1340,2016-09-01,1.274
1341,2016-04-30,
1342,2016-11-10,1.32
1343,2016-12-14,1.481
1344,2016-12-25,
1345,2016-12-27,1.543
1346,2016-02-26,0.935
1347,2016-02-19,0.957
1348,2016-11-23,1.4
1349,2016-09-10,
1350,2016-04-23,
1351,2016-04-11,1.12
1352,2016-08-15,1.321
1353,2016-06-01,1.373
1354,2016-09-29,1.397
1355,2016-08-10,1.185
1356,2016-01-03,
1357,2016-04-27,1.251
1358,2016-03-13,
1359,2016-02-20,
1360,2016-04-30,
1361,2016-02-07,
1362,2016-02-07,
1363,2016-08-04,1.18
1364,2016-02-05,1.024
1365,2016-01-07,0.972
1366,2016-05-22,
1367,2016-02-07,
1368,2016-02-17,1.008
1369,2016-08-26,1.412
1370,2016-03-06,
1371,2016-09-17,
1372,2016-07-10,
1373,2016-10-18,1.462
1374,2016-02-01,0.974
1375,2016-04-15,1.112
1376,2016-05-17,1.357
1377,2016-07-16,
1378,2016-03-07,1.096
1379,2016-10-10,1.465
1380,2016-09-14,1.282
1381,2016-04-17,
1382,2016-08-09,1.202
1383,2016-11-17,1.321
1384,2016-03-03,1.002
1385,2016-08-28,
1386,2016-06-30,1.396
1387,2016-02-09,0.946
1388,2016-09-22,1.337
1389,2016-12-04,
1390,2016-03-25,0
1391,2016-02-23,0.902
1392,2016-01-02,
1393,2016-06-12,
1394,2016-12-29,1.545
1395,2016-09-27,1.297
1396,2016-11-27,
1397,2016-12-30,1.552
1398,2016-07-28,1.142
1399,2016-01-19,0.849
1400,2016-05-26,1.367
1401,2016-02-13,
1402,2016-07-23,
1403,2016-10-25,1.45
1404,2016-01-05,1.035
1405,2016-02-23,0.902
1406,2016-07-05,1.358
1407,2016-03-11,1.089
1408,2016-12-17,
1409,2016-12-25,
1410,2016-01-29,1.013
1411,2016-11-20,
1412,2016-09-18,
1413,2016-04-13,1.166
1414,2016-05-14,
1415,2016-05-25,1.383
1416,2016-03-31,1.056
1417,2016-05-07,
1418,2016-08-18,1.396
1419,2016-02-20,
1420,2016-03-14,1.068
1421,2016-02-13,
1422,2016-07-23,
1423,2016-10-19,1.473
1424,2016-09-16,1.298
1425,2016-10-14,1.46
1426,2016-04-25,1.175
1427,2016-07-28,1.142
1428,2016-05-03,1.193
1429,2016-06-05,
1430,2016-02-06,
1431,2016-04-24,
1432,2016-08-13,
1433,2016-02-13,
1434,2016-06-16,1.304
1435,2016-09-25,
1436,2016-01-10,
1437,2016-10-13,1.468
1438,2016-03-01,0.996
1439,2016-11-04,1.324
1440,2016-06-19,
1441,2016-12-06,1.476
1442,2016-12-06,1.476
1443,2016-06-26,
1444,2016-05-26,1.367
1445,2016-02-18,1.001
1446,2016-10-11,1.479
1447,2016-10-27,1.456
1448,2016-05-05,1.203
1449,2016-08-10,1.185
1450,2016-09-07,1.321
1451,2016-06-01,1.373
1452,2016-04-15,1.112
1453,2016-07-12,1.345
1454,2016-03-10,1.09
1455,2016-09-18,
1456,2016-09-03,
1457,2016-08-21,
1458,2016-03-30,1.028
1459,2016-02-02,0.936
1460,2016-09-21,1.32
1461,2016-10-25,1.45
1462,2016-04-25,1.175
1463,2016-01-21,0.835
1464,2016-03-11,1.089
1465,2016-08-16,1.333
1466,2016-11-30,1.444
1467,2016-03-07,1.096
1468,2016-10-11,1.479
1469,2016-11-18,1.339
1470,2016-10-21,1.466
1471,2016-09-17,
1472,2016-02-29,0.991
1473,2016-10-21,1.466
1474,2016-05-24,1.375
1475,2016-05-09,1.155
1476,2016-03-24,1.064
1477,2016-06-12,
1478,2016-12-20,1.508
1479,2016-08-01,1.133
1480,2016-04-07,1.036
1481,2016-10-26,1.441
1482,2016-03-16,1.105
1483,2016-09-30,1.418
1484,2016-05-14,
1485,2016-07-21,1.239
1486,2016-05-03,1.193
1487,2016-07-27,1.163
1488,2016-12-03,
1489,2016-02-13,
1490,2016-11-09,1.336
1491,2016-12-30,1.552
1492,2016-08-20,
1493,2016-04-16,
1494,2016-07-24,
1495,2016-02-09,0.946
1496,2016-02-01,0.974
1497,2016-11-29,1.351
1498,2016-03-19,
1499,2016-09-25,
1500,2016-02-23,0.902
1501,2016-04-12,1.18
1502,2016-09-06,1.296
1503,2016-11-26,
1504,2016-08-19,1.384
1505,2016-02-25,0.943
1506,2016-10-07,1.465
1507,2016-07-18,1.242
1508,2016-07-27,1.163
1509,2016-05-08,
1510,2016-04-29,1.377
1511,2016-07-16,
1512,2016-02-22,0.949
1513,2016-10-03,1.451
1514,2016-04-02,
1515,2016-02-01,0.974
1516,2016-09-26,1.324
1517,2016-12-02,1.497
1518,2016-01-01,0
1519,2016-01-21,0.835
1520,2016-01-22,0.912
1521,2016-12-01,1.484
1522,2016-11-16,1.313
1523,2016-01-20,0.804
1524,2016-10-19,1.473
1525,2016-01-31,
1526,2016-11-17,1.321
1527,2016-11-18,1.339
1528,2016-05-05,1.203
1529,2016-10-12,1.46
1530,2016-06-24,1.349
1531,2016-10-21,1.466
1532,2016-08-28,
1533,2016-01-27,0.963
1534,2016-05-11,1.264
1535,2016-01-04,1.039
1536,2016-12-07,1.371
1537,2016-11-08,1.325
1538,2016-12-01,1.484
1539,2016-08-25,1.424
1540,2016-06-23,1.407
1541,2016-08-15,1.321
1542,2016-10-08,
1543,2016-01-29,1.013
1544,2016-04-04,0.967
1545,2016-08-13,
1546,2016-08-30,1.384
1547,2016-12-02,1.497
1548,2016-12-12,1.482
1549,2016-10-20,1.451
1550,2016-12-24,
1551,2016-12-11,
1552,2016-11-19,
1553,2016-09-11,
1554,2016-08-27,
1555,2016-06-25,
1556,2016-09-23,1.299
1557,2016-06-10,1.392
1558,2016-03-12,
1559,2016-12-04,
1560,2016-10-27,1.456
1561,2016-07-17,
1562,2016-01-06,0.994
1563,2016-09-05,0
1564,2016-09-12,1.332
1565,2016-01-28,0.995
1566,2016-04-20,1.217
1567,2016-11-18,1.339
1568,2016-01-02,
1569,2016-02-26,0.935
1570,2016-07-17,
1571,2016-08-19,1.384
1572,2016-01-30,
1573,2016-11-29,1.351
1574,2016-12-05,1.488
1575,2016-09-02,1.278
1576,2016-08-24,1.403
1577,2016-02-14,
1578,2016-10-21,1.466
1579,2016-08-01,1.133
1580,2016-03-14,1.068
1581,2016-03-03,1.002
1582,2016-05-01,
1583,2016-09-13,1.319
1584,2016-06-12,
1585,2016-03-14,1.068
1586,2016-06-22,1.384
1587,2016-06-20,1.4
1588,2016-01-01,0
1589,2016-04-14,1.158
1590,2016-10-26,1.441
1591,2016-08-25,1.424
1592,2016-07-12,1.345
1593,2016-08-13,
1594,2016-12-03,
1595,2016-09-08,1.373
1596,2016-11-24,0
1597,2016-06-21,1.395
1598,2016-10-03,1.451
1599,2016-01-13,0.887
1600,2016-05-18,1.362
1601,2016-06-15,1.349
1602,2016-08-27,
1603,2016-03-04,1.048
1604,2016-09-21,1.32
1605,2016-10-12,1.46
1606,2016-05-22,
1607,2016-12-06,1.476
1608,2016-11-21,1.413
1609,2016-07-19,1.255
1610,2016-10-13,1.468
1611,2016-06-01,1.373
1612,2016-10-13,1.468
1613,2016-07-28,1.142
1614,2016-11-18,1.339
1615,2016-06-03,1.362
1616,2016-05-16,1.329
1617,2016-10-09,
1618,2016-01-14,0.903
1619,2016-08-04,1.18
1620,2016-04-07,1.036
1621,2016-05-04,1.202
1622,2016-06-02,1.378
1623,2016-04-28,1.397
1624,2016-07-08,1.302
1625,2016-02-23,0.902
1626,2016-04-25,1.175
1627,2016-02-13,
1628,2016-07-22,1.231
1629,2016-11-23,1.4
1630,2016-05-11,1.264
1631,2016-05-17,1.357
1632,2016-01-02,
1633,2016-12-25,
1634,2016-11-06,
1635,2016-10-02,
1636,2016-06-03,1.362
1637,2016-01-24,
1638,2016-04-07,1.036
1639,2016-11-16,1.313
1640,2016-05-10,1.213
1641,2016-02-27,
1642,2016-02-07,
1643,2016-04-05,0.951
1644,2016-03-24,1.064
1645,2016-10-20,1.451
1646,2016-09-27,1.297
1647,2016-08-23,1.37
1648,2016-12-16,1.51
1649,2016-04-05,0.951
1650,2016-12-01,1.484
1651,2016-01-17,
1652,2016-03-04,1.048
1653,2016-03-05,
1654,2016-02-22,0.949
1655,2016-01-07,0.972
1656,2016-05-04,1.202
1657,2016-08-12,1.283
1658,2016-05-24,1.375
1659,2016-03-29,1.012
1660,2016-04-07,1.036
1661,2016-11-20,
1662,2016-10-26,1.441
1663,2016-05-31,1.36
1664,2016-12-24,
1665,2016-02-07,
1666,2016-09-06,1.296
1667,2016-04-16,
1668,2016-07-28,1.142
1669,2016-09-26,1.324
1670,2016-12-02,1.497
1671,2016-12-05,1.488
1672,2016-06-26,
1673,2016-04-08,1.098
1674,2016-12-05,1.488
1675,2016-08-14,
1676,2016-02-14,
1677,2016-06-30,1.396
1678,2016-09-15,1.306
1679,2016-12-23,1.519
1680,2016-10-28,1.436
1681,2016-05-13,1.29
1682,2016-02-05,1.024
1683,2016-12-19,1.5
1684,2016-11-14,1.272
1685,2016-10-24,1.469
1686,2016-05-11,1.264
1687,2016-07-20,1.277
1688,2016-05-01,
1689,2016-09-12,1.332
1690,2016-02-01,0.974
1691,2016-02-22,0.949
1692,2016-06-07,1.418
1693,2016-11-23,1.4
1694,2016-07-09,
1695,2016-12-10,
1696,2016-07-11,1.303
1697,2016-03-07,1.096
1698,2016-03-28,1.061
1699,2016-11-22,1.409
1700,2016-06-21,1.395
1701,2016-09-04,
1702,2016-05-23,1.363
1703,2016-11-19,
1704,2016-10-11,1.479
1705,2016-06-13,1.381
1706,2016-01-17,
1707,2016-12-15,1.478
1708,2016-09-19,1.284
1709,2016-05-11,1.264
1710,2016-06-17,1.366
1711,2016-05-29,
1712,2016-02-06,
1713,2016-04-16,
1714,2016-08-06,
1715,2016-07-16,
1716,2016-03-26,
1717,2016-11-14,1.272
1718,2016-11-22,1.409
1719,2016-11-29,1.351
1720,2016-07-30,
1721,2016-07-14,1.288
1722,2016-07-06,1.364
1723,2016-02-14,
1724,2016-09-30,1.418
1725,2016-12-17,
1726,2016-05-01,
1727,2016-12-04,
1728,2016-02-21,
1729,2016-09-29,1.397
1730,2016-11-27,
1731,2016-08-02,1.131
1732,2016-11-06,
1733,2016-04-30,
1734,2016-06-10,1.392
1735,2016-03-31,1.056
1736,2016-08-23,1.37
1737,2016-03-01,0.996
1738,2016-12-20,1.508
1739,2016-02-10,0.925
1740,2016-03-24,1.064
1741,2016-04-08,1.098
1742,2016-08-31,1.327
1743,2016-11-11,1.28
1744,2016-01-27,0.963
1745,2016-09-21,1.32
1746,2016-05-29,
1747,2016-03-30,1.028
1748,2016-02-02,0.936
1749,2016-01-16,
1750,2016-03-03,1.002
1751,2016-06-16,1.304
1752,2016-07-21,1.239
1753,2016-07-31,
1754,2016-10-08,
1755,2016-04-17,
1756,2016-11-17,1.321
1757,2016-08-12,1.283
1758,2016-02-13,
1759,2016-12-18,
1760,2016-01-21,0.835
1761,2016-02-08,1.018
1762,2016-11-29,1.351
1763,2016-09-30,1.418
1764,2016-04-11,1.12
1765,2016-06-13,1.381
1766,2016-05-19,1.358
1767,2016-08-29,1.4
1768,2016-09-26,1.324
1769,2016-12-19,1.5
1770,2016-10-18,1.462
1771,2016-12-08,1.436
1772,2016-01-23,
1773,2016-08-08,1.213
1774,2016-11-29,1.351
1775,2016-09-04,
1776,2016-10-19,1.473
1777,2016-03-21,1.101
1778,2016-03-13,
1779,2016-01-22,0.912
1780,2016-11-05,
1781,2016-01-11,0.925
1782,2016-02-13,
1783,2016-07-01,1.424
1784,2016-03-07,1.096
1785,2016-04-29,1.377
1786,2016-04-22,1.177
1787,2016-07-07,1.302
1788,2016-07-27,1.163
1789,2016-12-20,1.508
1790,2016-06-29,1.441
1791,2016-11-08,1.325
1792,2016-05-03,1.193
1793,2016-06-20,1.4
1794,2016-08-11,1.249
1795,2016-03-28,1.061
1796,2016-05-27,1.37
1797,2016-06-28,1.358
1798,2016-08-05,1.193
1799,2016-12-17,
1800,2016-05-09,1.155
1801,2016-01-01,0
1802,2016-09-21,1.32
1803,2016-09-14,1.282
1804,2016-01-23,
1805,2016-03-25,0
1806,2016-10-30,
1807,2016-08-06,
1808,2016-01-25,0.865
1809,2016-07-26,1.192
1810,2016-02-17,1.008
1811,2016-12-14,1.481
1812,2016-03-30,1.028
1813,2016-12-21,1.468
1814,2016-10-16,
1815,2016-02-10,0.925
1816,2016-07-29,1.144
1817,2016-04-28,1.397
1818,2016-05-02,1.213
1819,2016-05-13,1.29
1820,2016-12-17,
1821,2016-07-05,1.358
1822,2016-10-07,1.465
1823,2016-09-21,1.32
1824,2016-09-27,1.297
1825,2016-10-07,1.465
1826,2016-08-02,1.131
1827,2016-11-12,
1828,2016-08-21,
1829,2016-05-03,1.193
1830,2016-07-07,1.302
1831,2016-05-11,1.264
1832,2016-04-27,1.251
1833,2016-01-17,
1834,2016-03-10,1.09
1835,2016-04-24,
1836,2016-07-27,1.163
1837,2016-07-07,1.302
1838,2016-10-02,
1839,2016-12-23,1.519
1840,2016-02-15,0
1841,2016-07-16,
1842,2016-07-04,0
1843,2016-03-22,1.14
1844,2016-03-03,1.002
1845,2016-06-11,
1846,2016-04-19,1.154
1847,2016-05-29,
1848,2016-05-20,1.378
1849,2016-02-14,
1850,2016-05-10,1.213
1851,2016-11-23,1.4
1852,2016-03-15,1.054
1853,2016-05-18,1.362
1854,2016-01-05,1.035
1855,2016-05-14,
1856,2016-02-11,0.945
1857,2016-12-15,1.478
1858,2016-04-21,1.185
1859,2016-03-18,1.11
1860,2016-07-10,
1861,2016-09-16,1.298
1862,2016-12-22,1.483
1863,2016-10-01,
1864,2016-09-17,
1865,2016-08-14,
1866,2016-03-09,1.109
1867,2016-08-18,1.396
1868,2016-03-12,
1869,2016-02-11,0.945
1870,2016-11-28,1.391
1871,2016-07-30,
1872,2016-01-04,1.039
1873,2016-10-19,1.473
1874,2016-12-28,1.534
1875,2016-04-01,1.005
1876,2016-02-14,
1877,2016-01-28,0.995
1878,2016-05-05,1.203
1879,2016-12-19,1.5
1880,2016-11-19,
1881,2016-12-11,
1882,2016-01-01,0
1883,2016-02-01,0.974
1884,2016-05-10,1.213
1885,2016-07-05,1.358
1886,2016-02-02,0.936
1887,2016-01-14,0.903
1888,2016-07-29,1.144
1889,2016-01-19,0.849
1890,2016-02-08,1.018
1891,2016-12-21,1.468
1892,2016-07-31,
1893,2016-04-09,
1894,2016-05-08,
1895,2016-12-16,1.51
1896,2016-01-10,
1897,2016-11-02,1.362
1898,2016-09-09,1.327
1899,2016-10-01,
1900,2016-04-10,
1901,2016-10-11,1.479
1902,2016-05-17,1.357
1903,2016-08-03,1.156
1904,2016-02-23,0.902
1905,2016-09-22,1.337
1906,2016-02-21,
1907,2016-04-08,1.098
1908,2016-03-05,
1909,2016-09-05,0
1910,2016-01-02,
1911,2016-09-14,1.282
1912,2016-02-26,0.935
1913,2016-09-03,
1914,2016-06-17,1.366
1915,2016-03-08,1.072
1916,2016-01-01,0
1917,2016-08-21,
1918,2016-01-21,0.835
1919,2016-03-20,
1920,2016-11-21,1.413
1921,2016-03-16,1.105
1922,2016-02-24,0.934
1923,2016-03-16,1.105
1924,2016-01-01,0
1925,2016-02-20,
1926,2016-05-03,1.193
1927,2016-09-18,
1928,2016-01-09,
1929,2016-01-02,
1930,2016-03-22,1.14
1931,2016-01-30,
1932,2016-07-05,1.358
1933,2016-10-13,1.468
1934,2016-02-23,0.902
1935,2016-06-10,1.392
1936,2016-06-21,1.395
1937,2016-06-22,1.384
1938,2016-02-05,1.024
1939,2016-03-16,1.105
1940,2016-10-30,
1941,2016-03-16,1.105
1942,2016-06-16,1.304
1943,2016-01-19,0.849
1944,2016-06-11,
1945,2016-02-08,1.018
1946,2016-06-11,
1947,2016-01-17,
1948,2016-12-27,1.543
1949,2016-11-28,1.391
1950,2016-07-29,1.144
1951,2016-02-16,0.954
1952,2016-11-20,
1953,2016-09-26,1.324
1954,2016-06-20,1.4
1955,2016-08-11,1.249
1956,2016-05-29,
1957,2016-08-30,1.384
1958,2016-02-19,0.957
1959,2016-10-19,1.473
1960,2016-10-16,
1961,2016-01-04,1.039
1962,2016-04-17,
1963,2016-11-25,1.4
1964,2016-12-28,1.534
1965,2016-05-17,1.357
1966,2016-09-10,
1967,2016-12-11,
1968,2016-07-04,0
1969,2016-10-25,1.45
1970,2016-05-26,1.367
1971,2016-05-25,1.383
1972,2016-07-17,
1973,2016-02-01,0.974
1974,2016-09-28,1.369
1975,2016-08-02,1.131
1976,2016-11-13,
1977,2016-03-24,1.064
1978,2016-03-15,1.054
1979,2016-07-22,1.231
1980,2016-07-29,1.144
1981,2016-09-28,1.369
1982,2016-01-20,0.804
1983,2016-09-28,1.369
1984,2016-12-24,
1985,2016-09-11,
1986,2016-12-17,
1987,2016-08-12,1.283
1988,2016-09-19,1.284
1989,2016-05-29,
1990,2016-01-19,0.849
1991,2016-01-20,0.804
1992,2016-10-10,1.465
1993,2016-12-27,1.543
1994,2016-07-11,1.303
1995,2016-03-25,0
1996,2016-11-05,
1997,2016-12-09,1.451
1998,2016-09-04,
1999,2016-01-31,
2000,2016-01-23,
2001,2016-10-06,1.49
2002,2016-05-18,1.362
2003,2016-01-14,0.903
2004,2016-12-23,1.519
2005,2016-02-20,
2006,2016-10-25,1.45
2007,2016-09-06,1.296
2008,2016-12-29,1.545
2009,2016-05-05,1.203
2010,2016-02-10,0.925
2011,2016-07-30,
2012,2016-03-04,1.048
2013,2016-03-30,1.028
2014,2016-05-01,
2015,2016-08-30,1.384
2016,2016-12-19,1.5
2017,2016-10-22,
2018,2016-06-24,1.349
2019,2016-06-19,
2020,2016-04-18,1.119
2021,2016-09-27,1.297
2022,2016-04-02,
2023,2016-10-10,1.465
2024,2016-09-19,1.284
2025,2016-03-24,1.064
2026,2016-05-24,1.375
2027,2016-10-02,
2028,2016-04-03,
2029,2016-07-01,1.424
2030,2016-06-13,1.381
2031,2016-11-27,
2032,2016-05-23,1.363
2033,2016-05-31,1.36
2034,2016-10-30,
2035,2016-08-05,1.193
2036,2016-10-06,1.49
2037,2016-06-20,1.4
2038,2016-11-03,1.346
2039,2016-02-16,0.954
2040,2016-11-01,1.412
2041,2016-03-23,1.095
2042,2016-02-15,0
2043,2016-07-13,1.279
2044,2016-07-21,1.239
2045,2016-05-24,1.375
2046,2016-03-24,1.064
2047,2016-11-11,1.28
2048,2016-06-30,1.396
2049,2016-11-05,
2050,2016-04-10,
2051,2016-08-14,
2052,2016-11-08,1.325
2053,2016-03-14,1.068
2054,2016-02-11,0.945
2055,2016-12-18,
2056,2016-09-03,
2057,2016-03-21,1.101
2058,2016-01-30,
2059,2016-12-28,1.534
2060,2016-06-24,1.349
2061,2016-09-03,
2062,2016-02-12,1.002
2063,2016-06-01,1.373
2064,2016-08-22,1.355
2065,2016-11-27,
2066,2016-01-14,0.903
2067,2016-02-05,1.024
2068,2016-10-10,1.465
2069,2016-11-15,1.33
2070,2016-05-06,1.209
2071,2016-04-30,
2072,2016-07-07,1.302
2073,2016-06-25,
2074,2016-06-24,1.349
2075,2016-01-13,0.887
2076,2016-11-10,1.32
2077,2016-09-19,1.284
2078,2016-02-10,0.925
2079,2016-01-03,
2080,2016-04-12,1.18
2081,2016-05-20,1.378
2082,2016-10-21,1.466
2083,2016-07-15,1.251
2084,2016-11-21,1.413
2085,2016-08-27,
2086,2016-10-31,1.395
2087,2016-06-14,1.374
2088,2016-03-01,0.996
2089,2016-05-22,
2090,2016-11-13,
2091,2016-10-23,
2092,2016-03-08,1.072
2093,2016-10-20,1.451
2094,2016-08-23,1.37
2095,2016-01-07,0.972
2096,2016-01-01,0
2097,2016-03-05,
2098,2016-02-09,0.946
2099,2016-01-14,0.903
2100,2016-04-03,
2101,2016-07-07,1.302
2102,2016-12-13,1.485
2103,2016-06-20,1.4
2104,2016-06-27,1.326
2105,2016-04-01,1.005
2106,2016-04-05,0.951
2107,2016-09-27,1.297
2108,2016-12-09,1.451
2109,2016-10-17,1.447
2110,2016-06-29,1.441
2111,2016-08-24,1.403
2112,2016-10-21,1.466
2113,2016-08-20,
2114,2016-07-13,1.279
2115,2016-05-31,1.36
2116,2016-04-19,1.154
2117,2016-10-01,
2118,2016-10-25,1.45
2119,2016-05-14,
2120,2016-02-09,0.946
2121,2016-08-09,1.202
2122,2016-11-23,1.4
2123,2016-01-07,0.972
2124,2016-06-04,
2125,2016-06-18,
2126,2016-01-28,0.995
2127,2016-03-06,
2128,2016-01-03,
2129,2016-08-22,1.355
2130,2016-04-14,1.158
2131,2016-03-28,1.061
2132,2016-04-17,
2133,2016-01-23,
2134,2016-03-12,
2135,2016-10-18,1.462
2136,2016-12-21,1.468
2137,2016-09-03,
2138,2016-10-27,1.456
2139,2016-09-04,
2140,2016-09-14,1.282
2141,2016-06-17,1.366
2142,2016-07-22,1.231
2143,2016-02-04,1.041
2144,2016-02-28,
2145,2016-11-05,
2146,2016-01-31,
2147,2016-05-21,
2148,2016-10-18,1.462
2149,2016-04-02,
2150,2016-05-07,
2151,2016-03-16,1.105
2152,2016-01-15,0.868
2153,2016-08-19,1.384
2154,2016-10-18,1.462
2155,2016-04-13,1.166
2156,2016-04-22,1.177
2157,2016-01-09,
2158,2016-06-25,
2159,2016-11-12,
2160,2016-01-16,
2161,2016-09-21,1.32
2162,2016-01-09,
2163,2016-01-19,0.849
2164,2016-01-07,0.972
2165,2016-12-14,1.481
2166,2016-03-26,
2167,2016-03-21,1.101
2168,2016-04-18,1.119
2169,2016-08-07,
2170,2016-01-17,
2171,2016-03-11,1.089
2172,2016-09-12,1.332
2173,2016-07-29,1.144
2174,2016-01-20,0.804
2175,2016-12-07,1.371
2176,2016-05-26,1.367
2177,2016-12-26,0
2178,2016-12-19,1.5
2179,2016-09-04,
2180,2016-07-29,1.144
2181,2016-06-06,1.375
2182,2016-10-15,
2183,2016-04-13,1.166
2184,2016-01-31,
2185,2016-10-30,
2186,2016-08-12,1.283
2187,2016-03-30,1.028
2188,2016-09-24,
2189,2016-07-24,
2190,2016-12-08,1.436
2191,2016-02-22,0.949
2192,2016-01-16,
2193,2016-01-14,0.903
2194,2016-03-09,1.109
2195,2016-06-03,1.362
2196,2016-04-21,1.185
2197,2016-04-07,1.036
2198,2016-09-03,
2199,2016-05-24,1.375
2200,2016-06-18,
2201,2016-04-04,0.967
2202,2016-10-02,
2203,2016-03-03,1.002
2204,2016-04-22,1.177
2205,2016-06-03,1.362
2206,2016-08-03,1.156
2207,2016-07-25,1.192
2208,2016-08-01,1.133
2209,2016-08-31,1.327
2210,2016-06-18,
